"","k","KMeans","AGNES","PAM","DIANA"
"1",2,0.673512590514989,0.810911793795843,0.81128848811574,0.686313504382979
"2",3,0.673512590514989,0.810911793795843,0.81128848811574,0.686313504382979
"3",4,0.673512590514989,0.810911793795843,0.81128848811574,0.686313504382979
"4",5,0.673512590514989,0.810911793795843,0.81128848811574,0.686313504382979
"5",6,0.673512590514989,0.810911793795843,0.81128848811574,0.686313504382979
"6",7,0.673512590514989,0.810911793795843,0.81128848811574,0.686313504382979
"7",8,0.673512590514989,0.810911793795843,0.81128848811574,0.686313504382979
"8",9,0.673512590514989,0.810911793795843,0.81128848811574,0.686313504382979
"9",10,0.673512590514989,0.810911793795843,0.81128848811574,0.686313504382979
